0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,DSL,Fiber optic,NoInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
3401,1,0,No,No,31,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,638.55,No
3402,0,0,Yes,Yes,9,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,191.10,No
3403,0,0,Yes,Yes,54,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,86.20,4524.05,No
3404,0,0,No,No,46,Yes,No,0,1,0,Yes,Yes,Yes,No,Yes,No,Yes,95.65,4664.20,No
3405,1,0,No,Yes,34,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,Yes,Yes,103.80,3470.80,No
3406,1,0,Yes,Yes,71,Yes,Yes,0,1,0,Yes,No,No,No,Yes,Yes,Yes,97.20,6910.30,No
3407,0,0,Yes,Yes,63,Yes,No,1,0,0,Yes,Yes,Yes,Yes,No,No,No,63.55,4014.20,No
3408,0,0,No,No,51,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.95,1288.00,No
3409,0,1,No,No,26,Yes,Yes,0,1,0,No,Yes,No,No,Yes,No,Yes,89.15,2277.65,Yes
3410,0,0,Yes,No,64,Yes,No,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,99.00,6375.80,No
3411,0,1,Yes,No,1,No,No phone service,1,0,0,No,No,No,No,No,No,Yes,24.80,24.80,Yes
3412,1,1,Yes,No,61,Yes,Yes,0,1,0,No,Yes,No,Yes,No,No,Yes,85.55,5251.75,No
3413,0,0,No,No,15,Yes,No,0,1,0,No,No,Yes,No,Yes,Yes,Yes,94.00,1505.45,No
3414,1,0,No,No,64,Yes,Yes,0,1,0,No,Yes,No,Yes,Yes,Yes,Yes,105.65,6903.10,Yes
3415,0,0,No,No,18,Yes,Yes,1,0,0,No,No,No,No,No,No,Yes,50.30,913.30,No
3416,0,0,Yes,Yes,57,Yes,No,0,1,0,No,Yes,No,No,Yes,Yes,Yes,95.00,5535.80,No
3417,1,0,Yes,Yes,14,Yes,No,1,0,0,Yes,Yes,No,No,No,Yes,Yes,61.40,815.55,No
3418,1,1,No,No,18,Yes,Yes,0,1,0,No,Yes,No,No,No,No,Yes,80.55,1411.65,No
3419,0,1,Yes,No,72,Yes,Yes,0,1,0,Yes,No,No,No,No,No,No,78.50,5602.25,No
3420,1,0,Yes,No,70,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,114.30,8244.30,No
3421,0,0,No,No,38,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,741.50,No
3422,1,0,Yes,Yes,68,Yes,No,1,0,0,Yes,Yes,Yes,Yes,No,No,No,62.65,4375.80,No
3423,1,0,No,No,13,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,80.85,1008.70,Yes
3424,1,1,Yes,No,65,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,No,Yes,92.70,5968.40,No
3425,0,0,No,No,30,Yes,Yes,0,1,0,No,No,Yes,No,Yes,Yes,No,100.45,3096.90,No
3426,1,0,Yes,No,51,Yes,Yes,1,0,0,No,No,No,Yes,Yes,Yes,Yes,75.20,3901.25,No
3427,0,0,No,No,31,Yes,Yes,0,1,0,Yes,No,Yes,No,No,No,Yes,84.75,2613.40,No
3428,0,0,Yes,No,9,Yes,No,0,1,0,No,No,No,No,Yes,Yes,No,89.45,853.10,Yes
3429,0,0,Yes,Yes,72,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,79.50,5661.70,No
3430,1,0,No,No,10,Yes,Yes,1,0,0,No,No,No,No,Yes,Yes,Yes,72.15,794.25,Yes
3431,0,0,No,No,37,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.80,695.05,No
3432,0,0,No,No,2,Yes,No,1,0,0,No,No,Yes,Yes,Yes,Yes,No,76.40,160.80,Yes
3433,1,0,No,No,55,Yes,No,0,1,0,Yes,Yes,No,No,Yes,Yes,Yes,100.90,5552.05,No
3434,1,0,No,Yes,33,Yes,Yes,0,1,0,Yes,No,Yes,No,No,Yes,Yes,95.30,3275.15,No
3435,0,0,Yes,Yes,46,Yes,No,0,1,0,No,No,Yes,Yes,No,Yes,No,90.95,4236.60,No
3436,0,0,No,Yes,1,Yes,No,1,0,0,Yes,No,No,Yes,No,No,No,54.50,54.50,No
3437,0,1,No,No,20,Yes,Yes,1,0,0,No,No,No,No,No,Yes,Yes,61.60,1174.35,Yes
3438,1,0,Yes,No,9,Yes,No,0,1,0,No,Yes,Yes,No,No,No,Yes,79.90,741.70,Yes
3439,1,1,No,No,32,Yes,Yes,0,1,0,No,No,No,No,Yes,Yes,Yes,96.15,3019.25,Yes
3440,0,0,Yes,Yes,19,Yes,No,1,0,0,No,No,Yes,No,No,No,Yes,49.60,962.90,No
3441,0,0,Yes,No,70,Yes,Yes,1,0,0,Yes,No,Yes,Yes,No,No,No,65.30,4759.75,Yes
3442,0,0,No,Yes,61,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.00,1498.35,No
3443,1,0,No,No,26,Yes,No,1,0,0,No,No,No,No,No,No,No,45.45,1233.15,No
3444,1,0,Yes,No,45,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,107.75,4882.80,No
3445,1,0,Yes,Yes,62,Yes,Yes,0,1,0,No,No,Yes,No,Yes,No,Yes,89.10,5411.65,No
3446,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,19.65,Yes
3447,0,0,No,No,3,Yes,No,1,0,0,No,No,No,No,No,No,No,44.75,148.05,No
3448,0,0,Yes,Yes,41,Yes,Yes,0,1,0,Yes,Yes,Yes,No,No,Yes,Yes,101.60,3930.55,No
3449,1,0,Yes,Yes,67,Yes,No,0,1,0,No,Yes,Yes,Yes,Yes,Yes,No,103.15,6895.50,No
3450,1,0,No,No,1,Yes,Yes,0,1,0,No,No,No,No,Yes,No,Yes,84.65,84.65,Yes
3451,0,0,Yes,No,71,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,No,No,95.65,6856.95,No
3452,0,0,Yes,Yes,37,Yes,No,1,0,0,Yes,Yes,No,No,Yes,Yes,No,75.10,2658.80,No
3453,1,0,Yes,No,60,Yes,No,1,0,0,Yes,Yes,No,Yes,No,No,Yes,61.35,3766.20,No
3454,0,1,Yes,No,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.55,69.55,Yes
3455,0,0,No,No,6,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.70,129.55,No
3456,0,0,No,No,13,No,No phone service,1,0,0,No,Yes,No,No,No,No,Yes,31.05,347.25,Yes
3457,0,0,Yes,Yes,11,Yes,No,1,0,0,Yes,No,No,No,No,No,No,51.00,581.70,No
3458,1,0,No,No,7,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,51.00,354.05,Yes
3459,0,0,Yes,Yes,10,Yes,No,0,1,0,No,No,No,No,Yes,Yes,Yes,88.85,929.45,No
3460,1,0,Yes,No,34,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,679.00,No
3461,0,0,No,No,62,Yes,No,1,0,0,Yes,No,No,Yes,No,Yes,Yes,65.10,3846.75,No
3462,1,0,Yes,No,64,Yes,Yes,1,0,0,No,Yes,No,Yes,No,Yes,Yes,70.15,4480.70,No
3463,0,0,Yes,Yes,1,Yes,No,1,0,0,No,No,No,No,No,No,Yes,44.35,44.35,Yes
3464,1,0,No,No,25,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.75,499.40,No
3465,0,0,No,No,26,Yes,No,1,0,0,No,Yes,Yes,No,No,No,Yes,56.05,1553.20,No
3466,1,0,No,Yes,10,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,219.50,No
3467,0,0,No,No,53,Yes,Yes,0,1,0,Yes,Yes,Yes,No,Yes,No,No,98.60,5311.85,No
3468,0,0,No,No,7,Yes,No,0,1,0,No,No,No,No,Yes,No,Yes,79.70,586.05,Yes
3469,1,0,No,No,33,Yes,No,0,1,0,No,Yes,Yes,No,No,No,Yes,79.00,2576.80,No
3470,0,1,Yes,No,71,Yes,No,0,1,0,No,Yes,Yes,No,No,Yes,No,89.45,6435.25,No
3471,0,0,No,No,29,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.20,1993.25,No
3472,1,0,Yes,Yes,24,Yes,Yes,1,0,0,Yes,No,No,Yes,Yes,Yes,No,81.00,1923.85,No
3473,1,0,Yes,Yes,20,Yes,No,1,0,0,No,No,Yes,No,No,No,Yes,49.60,939.80,No
3474,0,0,No,No,1,Yes,Yes,0,1,0,No,No,No,No,Yes,No,Yes,84.60,84.60,No
3475,1,0,No,Yes,54,Yes,Yes,1,0,0,No,Yes,No,No,No,No,Yes,55.00,3092.65,Yes
3476,0,1,No,No,5,Yes,No,0,1,0,No,No,Yes,No,Yes,No,Yes,84.85,415.55,Yes
3477,0,0,Yes,Yes,72,Yes,Yes,1,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,84.20,5986.55,No
3478,1,0,Yes,No,52,Yes,No,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,106.30,5487.00,No
3479,0,0,No,No,9,Yes,No,0,1,0,No,No,No,No,No,No,No,69.05,651.50,No
3480,0,0,No,No,1,Yes,No,1,0,0,No,No,No,No,No,No,Yes,45.40,45.40,No
3481,1,1,No,No,1,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,73.65,73.65,Yes
3482,1,0,Yes,Yes,33,Yes,No,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,73.90,2405.05,Yes
3483,0,0,Yes,No,55,Yes,Yes,0,1,0,No,No,Yes,No,No,No,Yes,77.75,4458.15,Yes
3484,1,0,Yes,Yes,69,Yes,Yes,0,1,0,No,No,No,Yes,Yes,Yes,Yes,99.35,6856.45,No
3485,1,0,No,No,1,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,50.75,50.75,No
3486,1,0,No,No,54,Yes,Yes,1,0,0,Yes,No,Yes,Yes,Yes,Yes,No,87.10,4735.20,No
3487,1,0,No,Yes,33,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.15,682.15,No
3488,1,1,Yes,No,45,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,No,Yes,98.70,4525.80,No
3489,0,0,No,Yes,11,No,No phone service,1,0,0,No,No,No,No,No,No,No,25.20,321.05,No
3490,1,0,No,No,6,Yes,No,1,0,0,Yes,Yes,No,No,No,No,Yes,55.70,335.65,No
3491,1,0,No,No,21,Yes,No,1,0,0,Yes,No,Yes,No,Yes,No,No,65.35,1424.40,No
3492,0,0,Yes,Yes,65,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.30,1748.55,No
3493,0,1,Yes,No,6,Yes,Yes,0,1,0,No,No,No,No,No,Yes,Yes,84.35,474.90,Yes
3494,0,0,No,No,8,Yes,No,0,1,0,Yes,No,No,No,Yes,No,No,84.95,668.40,Yes
3495,1,0,No,No,11,Yes,No,0,1,0,No,No,No,Yes,No,No,Yes,73.85,926.25,Yes
3496,1,0,Yes,Yes,43,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.25,1077.95,No
3497,1,0,Yes,Yes,49,No,No phone service,1,0,0,No,Yes,No,No,Yes,Yes,Yes,51.80,2541.25,Yes
3498,0,1,Yes,No,1,Yes,No,1,0,0,No,No,No,No,No,No,No,46.00,46.00,Yes
3499,1,1,No,No,15,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,79.40,1156.10,Yes
3500,1,0,Yes,Yes,60,Yes,No,1,0,0,Yes,Yes,Yes,No,No,No,No,60.50,3694.45,No
3501,1,0,No,No,17,No,No phone service,1,0,0,No,No,No,No,No,No,No,25.10,382.80,No
3502,1,1,Yes,No,16,Yes,No,0,1,0,No,No,No,No,No,No,Yes,71.80,1167.80,Yes
3503,1,0,Yes,Yes,35,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,746.75,No
3504,1,1,Yes,No,44,Yes,Yes,0,1,0,No,Yes,No,No,No,Yes,No,88.40,3912.90,Yes
3505,0,0,Yes,Yes,12,No,No phone service,1,0,0,No,No,No,Yes,No,No,No,30.25,368.85,No
3506,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.20,20.20,No
3507,0,0,No,No,28,Yes,No,1,0,0,Yes,Yes,No,Yes,No,No,Yes,59.90,1654.70,No
3508,1,0,Yes,No,70,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.15,1940.85,No
3509,0,0,No,Yes,5,Yes,No,1,0,0,No,No,No,No,No,No,No,46.00,221.70,Yes
3510,1,0,No,No,18,Yes,No,0,1,0,No,Yes,Yes,No,Yes,Yes,No,101.30,1794.65,No
3511,1,0,Yes,No,70,Yes,Yes,1,0,0,Yes,No,No,Yes,Yes,Yes,Yes,76.95,5289.80,No
3512,0,0,Yes,Yes,9,Yes,Yes,1,0,0,No,Yes,No,No,No,No,Yes,55.30,501.20,No
3513,0,1,No,No,67,Yes,No,0,1,0,Yes,Yes,No,Yes,Yes,No,Yes,92.45,6140.85,No
3514,0,0,No,No,1,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,48.45,48.45,No
3515,0,0,Yes,Yes,18,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,309.25,No
3516,1,0,No,No,4,Yes,Yes,1,0,0,No,No,No,No,No,No,No,51.75,201.10,Yes
3517,1,1,Yes,Yes,71,Yes,No,0,1,0,Yes,Yes,Yes,No,No,No,Yes,86.70,6179.35,No
3518,1,0,Yes,Yes,30,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,No,Yes,94.40,2838.70,Yes
3519,1,0,Yes,No,1,Yes,No,1,0,0,Yes,No,Yes,No,No,No,No,55.70,55.70,No
3520,0,0,No,No,55,Yes,Yes,0,1,0,Yes,No,Yes,No,No,No,Yes,84.25,4589.85,No
3521,1,0,No,No,59,Yes,No,1,0,0,No,No,Yes,Yes,Yes,No,Yes,64.65,3735.45,No
3522,0,0,No,No,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,70.15,70.15,Yes
3523,0,0,Yes,No,7,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.20,477.55,No
3524,1,0,Yes,Yes,45,Yes,No,1,0,0,Yes,No,No,Yes,No,No,No,54.65,2553.70,No
3525,0,0,Yes,Yes,54,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.75,1342.15,No
3526,1,0,Yes,Yes,51,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,23.95,1216.35,No
3527,0,1,Yes,No,72,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,No,105.00,7578.05,No
3528,1,0,Yes,No,44,Yes,No,1,0,0,Yes,Yes,No,Yes,No,No,Yes,59.85,2603.95,No
3529,1,0,No,No,2,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,42.70,No
3530,0,0,No,No,66,Yes,Yes,0,1,0,No,No,Yes,No,Yes,No,Yes,92.15,6056.90,No
3531,1,0,Yes,Yes,68,No,No phone service,1,0,0,Yes,Yes,No,No,Yes,No,No,44.80,2983.65,No
3532,0,0,No,No,31,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.90,689.35,No
3533,0,1,No,No,21,Yes,Yes,0,1,0,No,No,No,No,Yes,Yes,Yes,95.40,2025.10,No
3534,1,0,No,Yes,21,Yes,Yes,0,1,0,Yes,No,No,No,No,No,No,80.35,1747.20,No
3535,0,0,Yes,Yes,55,Yes,Yes,1,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,85.10,4657.95,No
3536,1,0,No,No,9,No,No phone service,1,0,0,No,No,No,No,Yes,No,Yes,34.70,296.10,Yes
3537,1,1,Yes,No,71,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.05,8016.60,No
3538,0,0,No,No,1,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,81.10,81.10,Yes
3539,1,0,Yes,Yes,22,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,433.50,No
3540,0,0,Yes,Yes,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,20.55,Yes
3541,0,0,No,No,61,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,106.60,6428.40,Yes
3542,0,0,Yes,No,67,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,Yes,No,86.15,5883.85,No
3543,0,1,No,No,14,Yes,No,0,1,0,Yes,Yes,No,No,No,No,No,78.85,1043.80,No
3544,1,0,Yes,No,59,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,106.75,6252.90,Yes
3545,1,1,Yes,No,21,Yes,No,0,1,0,No,No,Yes,No,Yes,No,No,86.55,1857.25,No
3546,1,0,No,No,4,No,No phone service,1,0,0,Yes,Yes,No,Yes,No,No,No,42.40,146.40,No
3547,0,0,No,No,3,Yes,No,0,1,0,No,No,No,No,Yes,Yes,Yes,89.45,240.45,Yes
3548,1,0,Yes,No,70,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.25,1724.15,No
3549,0,0,No,No,3,Yes,No,0,1,0,No,Yes,No,Yes,Yes,Yes,Yes,97.90,315.30,Yes
3550,1,1,No,No,21,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.50,429.55,No
3551,1,0,No,No,20,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.60,356.15,No
3552,1,0,Yes,Yes,22,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,488.25,No
3553,1,0,No,No,1,Yes,No,1,0,0,No,No,No,No,No,Yes,Yes,55.70,55.70,Yes
3554,0,0,No,No,63,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.60,1298.70,No
3555,0,0,Yes,Yes,70,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.80,1378.75,No
3556,1,0,No,No,13,Yes,No,0,1,0,No,Yes,Yes,No,No,No,Yes,79.80,973.45,Yes
3557,0,0,No,No,5,Yes,No,0,1,0,No,No,No,No,Yes,No,No,80.20,384.25,No
3558,0,0,Yes,Yes,72,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.40,8543.25,No
3559,0,0,No,No,13,No,No phone service,1,0,0,No,Yes,No,No,No,No,Yes,31.65,389.95,No
3560,1,0,Yes,No,61,Yes,No,0,1,0,No,Yes,Yes,Yes,No,Yes,No,94.15,5731.85,No
3561,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.65,20.65,No
3562,0,1,Yes,No,56,Yes,Yes,0,1,0,No,No,No,Yes,No,No,Yes,76.85,4275.75,No
3563,0,0,No,No,4,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,84.50,No
3564,1,0,No,No,35,Yes,Yes,1,0,0,Yes,No,No,No,No,No,No,55.25,1924.10,No
3565,0,0,Yes,No,18,No,No phone service,1,0,0,No,No,Yes,No,Yes,No,Yes,39.05,669.85,Yes
3566,1,0,Yes,No,72,Yes,Yes,1,0,0,No,Yes,Yes,No,Yes,Yes,No,82.15,5784.30,No
3567,0,1,No,No,49,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,No,Yes,No,103.00,5166.20,No
3568,0,0,Yes,No,44,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,No,No,Yes,95.10,4060.55,No
3569,0,1,Yes,No,3,Yes,No,0,1,0,No,No,No,Yes,Yes,No,Yes,83.90,267.40,Yes
3570,0,0,Yes,Yes,37,Yes,Yes,0,1,0,No,Yes,Yes,No,No,Yes,Yes,95.15,3532.85,No
3571,1,0,Yes,No,61,Yes,Yes,1,0,0,No,Yes,Yes,No,Yes,Yes,Yes,79.80,4914.80,No
3572,1,0,Yes,No,70,Yes,Yes,1,0,0,Yes,No,Yes,Yes,No,Yes,Yes,74.80,5315.80,No
3573,0,1,No,No,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.85,69.85,Yes
3574,0,0,No,No,41,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,775.60,No
3575,1,0,Yes,Yes,70,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,No,Yes,No,78.35,5445.95,No
3576,0,0,No,No,1,Yes,No,1,0,0,No,No,No,No,Yes,No,Yes,53.55,53.55,Yes
3577,1,0,No,No,51,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.10,1007.80,No
3578,0,0,Yes,Yes,42,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.00,833.55,No
3579,0,0,Yes,Yes,70,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,No,No,No,93.90,6579.05,Yes
3580,1,0,No,No,48,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,1004.50,No
3581,1,0,Yes,Yes,68,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.15,7856.00,Yes
3582,0,0,No,No,48,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.00,1183.05,No
3583,0,1,Yes,No,26,Yes,No,0,1,0,No,Yes,No,No,No,Yes,No,84.95,2169.75,Yes
3584,1,0,Yes,No,11,Yes,Yes,0,1,0,No,Yes,No,No,No,No,Yes,80.50,896.90,Yes
3585,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.30,19.30,Yes
3586,0,0,No,No,27,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.15,501.35,No
3587,0,1,No,No,46,Yes,No,0,1,0,No,Yes,Yes,No,Yes,No,Yes,91.30,4126.35,No
3588,1,0,No,No,1,Yes,No,1,0,0,No,No,Yes,No,No,No,Yes,49.65,49.65,Yes
3589,0,0,No,No,46,Yes,No,1,0,0,No,No,Yes,Yes,No,No,No,54.35,2460.15,Yes
3590,1,0,Yes,Yes,25,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.15,477.60,No
3591,1,0,No,No,4,Yes,No,0,1,0,No,No,No,No,Yes,Yes,Yes,88.45,370.65,Yes
3592,1,0,No,No,13,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,265.75,No
3593,1,0,Yes,No,31,Yes,No,1,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,75.50,2424.45,No
3594,0,0,Yes,Yes,23,Yes,Yes,0,1,0,No,No,No,No,Yes,No,Yes,83.75,1849.95,No
3595,0,0,No,No,2,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.40,61.05,No
3596,0,0,No,No,65,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,26.50,1698.55,No
3597,1,1,No,No,22,Yes,Yes,0,1,0,No,No,No,Yes,Yes,No,Yes,90.50,1910.60,Yes
3598,0,0,Yes,Yes,55,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.15,998.10,No
3599,1,0,Yes,No,9,Yes,No,0,1,0,No,Yes,Yes,Yes,Yes,No,Yes,94.85,890.60,Yes
3600,1,0,Yes,Yes,7,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.95,529.50,Yes
3601,0,0,Yes,Yes,35,No,No phone service,1,0,0,No,No,No,Yes,Yes,No,No,40.90,1383.60,No
3602,1,0,No,No,6,Yes,No,1,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,80.25,493.40,No
3603,0,0,No,No,1,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,48.60,48.60,Yes
3604,1,0,No,No,17,Yes,No,0,1,0,No,No,No,No,No,No,Yes,70.80,1207.00,No
3605,1,0,Yes,Yes,10,Yes,No,1,0,0,No,No,Yes,No,Yes,No,No,60.20,563.50,No
3606,1,0,No,Yes,15,Yes,No,1,0,0,No,No,Yes,Yes,No,No,No,55.20,864.55,No
3607,0,1,No,No,40,No,No phone service,1,0,0,Yes,Yes,No,No,Yes,Yes,Yes,55.80,2109.35,Yes
3608,0,0,Yes,Yes,13,Yes,No,1,0,0,Yes,No,No,Yes,No,No,No,54.15,701.05,No
3609,1,0,Yes,No,29,Yes,Yes,0,1,0,No,Yes,No,No,No,No,Yes,80.15,2265.25,Yes
3610,0,0,No,No,3,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,75.50,220.60,Yes
3611,0,1,Yes,No,58,Yes,Yes,0,1,0,No,No,No,Yes,Yes,Yes,Yes,100.40,5749.80,No
3612,0,0,No,No,45,Yes,No,1,0,0,Yes,Yes,No,Yes,No,No,Yes,62.55,2796.45,No
3613,0,0,Yes,Yes,72,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,No,No,Yes,70.45,5165.70,No
3614,1,0,Yes,Yes,68,Yes,Yes,0,1,0,Yes,Yes,No,No,No,No,Yes,85.50,5696.60,No
3615,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.20,20.20,Yes
3616,0,0,Yes,Yes,38,Yes,No,1,0,0,Yes,Yes,No,No,No,No,No,54.50,2076.05,No
3617,1,0,No,No,2,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,44.20,No
3618,1,0,No,No,11,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,215.25,No
3619,0,1,Yes,No,20,Yes,No,0,1,0,No,No,No,No,Yes,Yes,Yes,91.00,1859.50,No
3620,1,0,Yes,No,72,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,104.80,7470.10,No
3621,0,0,Yes,No,3,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.75,229.50,Yes
3622,1,0,No,No,23,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,104.05,2470.10,Yes
3623,1,0,No,No,40,Yes,No,1,0,0,No,No,No,Yes,No,No,Yes,51.10,2092.90,No
3624,1,1,Yes,No,62,Yes,Yes,0,1,0,No,Yes,No,No,No,Yes,Yes,89.80,5629.55,No
3625,0,0,No,Yes,22,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.55,469.85,No
3626,0,0,No,No,11,Yes,No,1,0,0,Yes,No,Yes,No,No,Yes,No,64.05,733.95,No
